F3,F4,Fz,Cz,P3,P4,O1,O2,timestamp
-93673.77,-103410.4,-39825.02,-124127,-39213.76,-50320.11,-67114.79,-66599.57,40969
-93675.82,-103414.6,-39855.77,-124103.3,-39241.22,-50298.17,-67127.57,-66606.1,40973
-93643.54,-103343.2,-39802.99,-124114.2,-39145.48,-50316.15,-67096.2,-66607.1,40977
-93623.51,-103304.6,-39752.59,-124128.5,-39104.47,-50329.31,-67076.79,-66600.14,40981
-93632.62,-103340,-39787.3,-124103.8,-39165.12,-50302.7,-67083.42,-66596.85,40985
-93686.88,-103385.4,-39855.06,-124093.6,-39235.31,-50286.97,-67113.36,-66603.96,40989
-93655.6,-103339,-39812.62,-124100.6,-39144.86,-50293.79,-67077.89,-66589.84,40993
-93621.55,-103287.3,-39748.15,-124116.7,-39075.33,-50303.13,-67024.81,-66555.27,40997
-93645.06,-103353.3,-39793.35,-124124.2,-39134.08,-50304.99,-67032.87,-66561.8,41001
-93660.42,-103369.1,-39842.95,-124094.8,-39196.35,-50270.18,-67044.6,-66568.34,41005
-93639.25,-103324,-39812.14,-124091.7,-39127.12,-50270.8,-67038.12,-66570.15,41009
-93626.56,-103299.6,-39763.31,-124126.4,-39050.54,-50305.37,-67012.37,-66551.79,41013
-93625.23,-103329.3,-39771.04,-124116.9,-39080.39,-50295.84,-66996.59,-66522.08,41017
-93648.11,-103356.6,-39827.4,-124085.2,-39169.79,-50256.07,-67011.94,-66504.11,41021
-93659.56,-103356.7,-39844.71,-124107,-39155.44,-50280.05,-67033.11,-66528.47,41025
-93625.61,-103265,-39772.95,-124132.2,-39071.42,-50305.95,-67008.55,-66524.13,41029
-93633.09,-103322.7,-39792.31,-124160,-39105.76,-50328.55,-67006.03,-66515.27,41033
-93633.05,-103333,-39826.69,-124108.9,-39167.12,-50271.47,-66991.67,-66493.66,41037
-93662.47,-103363.4,-39854.87,-124113.4,-39171.51,-50280.91,-67013.94,-66525.8,41041
-93629.52,-103271.6,-39790.45,-124135.6,-39066.61,-50302.85,-66965.11,-66505.01,41045
-93627.9,-103272.5,-39775.04,-124147.1,-39063.27,-50302.99,-66923.92,-66475.55,41049
-93656.98,-103342,-39835.98,-124132.6,-39150.43,-50278.24,-66927.63,-66470.3,41053
-93639.72,-103328.3,-39862.93,-124126.8,-39173.8,-50275.19,-66969.21,-66508.78,41057
-93576.73,-103273.2,-39792.97,-124133.7,-39069.47,-50280.39,-66933.88,-66484.46,41061
-93597.14,-103254.8,-39769.23,-124159.8,-39058.55,-50297.27,-66917.76,-66475.97,41065
-93612.92,-103305.8,-39828.21,-124146.1,-39141.18,-50279.82,-66941.22,-66487.28,41069
-93607.06,-103319.3,-39865.12,-124123.4,-39182.38,-50253.02,-66968.36,-66504.06,41073
-93595.66,-103281.1,-39837.41,-124157.7,-39115.82,-50286.59,-66966.12,-66523.51,41077
-93557.61,-103237.6,-39774.38,-124161.8,-39062.22,-50279.96,-66930.69,-66489.56,41081
-93560.33,-103250.5,-39797.88,-124130.4,-39105.76,-50231.42,-66920.39,-66454.04,41085
-93588.61,-103306.6,-39879.85,-124136,-39187.49,-50230.61,-66972.36,-66480.27,41089
-93545.59,-103261.3,-39845.66,-124142.7,-39115.15,-50232.75,-66965.64,-66475.64,41093
-93484.75,-103185.2,-39765.27,-124148.9,-39041.81,-50228.03,-66929.88,-66442.83,41097
-93481.65,-103223.6,-39794.5,-124146,-39093.41,-50214.97,-66935.36,-66433.34,41101
-93489.28,-103267.3,-39862.5,-124130.5,-39172.51,-50185.02,-66974.51,-66450.8,41105
-93449.7,-103218.9,-39831.69,-124127.9,-39103.23,-50172.1,-66971.84,-66451.51,41109
-93410.6,-103163.8,-39770.94,-124149.4,-39011.15,-50179.73,-66934.45,-66422.66,41113
-93394.53,-103166.2,-39771.75,-124137.2,-39024.98,-50152.17,-66909.23,-66392.29,41117
-93410.46,-103225.1,-39844.85,-124122.1,-39120.49,-50123.18,-66935.36,-66395.87,41121
-93364.06,-103199.4,-39828.97,-124110.3,-39082.58,-50112.11,-66939.27,-66403.59,41125
-93292.68,-103111.9,-39735.99,-124109.2,-38966.57,-50107.34,-66882.67,-66372.36,41129
-93310.42,-103107.6,-39732.08,-124114.1,-38969.24,-50098.28,-66850.05,-66348.9,41133
-93344.51,-103198.9,-39819.82,-124111.1,-39073.14,-50092.66,-66892.92,-66378.56,41137
-93302.46,-103147.1,-39804.18,-124066.1,-39038.86,-50046.88,-66877.57,-66361.49,41141
-93245.66,-103062,-39721.16,-124059.9,-38894.75,-50033.39,-66813.86,-66318,41145
-93233.31,-103055.1,-39695.7,-124067,-38854.27,-50028.62,-66761.31,-66271.94,41149
-93228.88,-103107.8,-39739.66,-124034.5,-38913.4,-49984.99,-66746.53,-66254.34,41153
-93241.28,-103104.2,-39771.52,-124023.3,-38932.28,-49965.25,-66781.96,-66288.05,41157
-93219.87,-103051.2,-39718.68,-124045.4,-38829.62,-49979.46,-66754.21,-66287.15,41161
-93203.89,-103022,-39680.06,-124066.1,-38778.84,-49981.32,-66711.72,-66251.1,41165
-93210.19,-103071,-39728.74,-124048.1,-38838.01,-49951.32,-66702.9,-66232.69,41169
-93224.44,-103092.2,-39775.23,-124033,-38887.94,-49926.81,-66716.11,-66241.8,41173
-93182.63,-103019.7,-39711.67,-124033.6,-38782.79,-49925,-66670.57,-66222.77,41177
-93159.17,-102981.9,-39652.21,-124049,-38709.93,-49929.39,-66625.32,-66184.87,41181
-93177.38,-103036.8,-39699.61,-124049.8,-38781.27,-49921.52,-66639.72,-66189.87,41185
-93184.82,-103079.8,-39754.11,-124023.6,-38845.74,-49887.9,-66655.03,-66200.6,41189
-93155.49,-103027.2,-39714.63,-124028,-38763.34,-49891.86,-66640.34,-66195.31,41193
-93116.97,-102963.9,-39638.95,-124040.6,-38689.86,-49900.73,-66606.87,-66161.45,41197
-93131.84,-103010.3,-39672.19,-124042.3,-38740.59,-49899.01,-66604.86,-66158.93,41201
-93143.57,-103062.7,-39735.42,-124018.5,-38824.76,-49873.17,-66644.87,-66169.89,41205
-93124.36,-103031.9,-39720.45,-124023,-38786.7,-49886.9,-66654.12,-66195.78,41209
-93107.05,-102973.1,-39652.83,-124041.5,-38706.12,-49907.07,-66621.17,-66184.34,41213
-93118.92,-102996.2,-39661.89,-124041.9,-38727.24,-49905.21,-66613.68,-66171.47,41217
-93141.81,-103053.9,-39722.83,-124015.2,-38809.83,-49872.74,-66646.35,-66191.73,41221
-93139.42,-103037.8,-39725.12,-124012.6,-38790.52,-49870.79,-66672.38,-66222.15,41225
-93128.31,-102959.9,-39658.79,-124030.1,-38695.77,-49892.29,-66637.19,-66193.92,41229
-93130.6,-102975.9,-39647.44,-124034.9,-38712.6,-49894.67,-66622.7,-66173.99,41233
-93135.47,-103018.8,-39700.94,-124006.1,-38800.91,-49870.79,-66668.23,-66202.98,41237
-93138.8,-103037.2,-39730.98,-123998,-38809.83,-49869.02,-66687.45,-66218.43,41241
-93142.57,-102981.4,-39679.82,-124021.9,-38715.18,-49896.44,-66663.8,-66213.71,41245
-93137.04,-102961.3,-39646.2,-124027.7,-38698.87,-49898.97,-66624.89,-66180.53,41249
-93179.81,-103051.3,-39721.83,-124023.3,-38792.76,-49895.87,-66648.68,-66200.93,41253
-93212.91,-103105.8,-39771.42,-124018.6,-38838.82,-49891.81,-66669.67,-66237.32,41257
-93204.8,-103048.2,-39727.88,-124040.8,-38751.23,-49919.57,-66662.61,-66239.99,41261
-93211.71,-103019.5,-39695.75,-124065.2,-38726.62,-49947.13,-66656.5,-66230.98,41265
-93213.1,-103071.3,-39748.25,-124056.2,-38811.74,-49948.6,-66682.21,-66239.94,41269
-93278.71,-103120.1,-39810.09,-124040,-38885.98,-49935.54,-66725.46,-66267.02,41273
-93279.09,-103094.6,-39784.87,-124059.6,-38825.57,-49964.96,-66731.61,-66296.3,41277
-93270.13,-103062.7,-39733.89,-124082.8,-38769.2,-49987.18,-66707.91,-66281.9,41281
-93310.66,-103116.7,-39777.57,-124078.5,-38828.43,-49978.41,-66712.68,-66281.38,41285
-93334.4,-103156.4,-39833.5,-124049.8,-38898.66,-49950.42,-66746.44,-66300.93,41289
-93330.73,-103132.1,-39813.57,-124063.7,-38853.99,-49970.25,-66746.1,-66321.96,41293
-93318.05,-103086,-39752.82,-124088,-38787.42,-49993.05,-66711.34,-66308.22,41297
-93358.44,-103137.7,-39791.3,-124099.5,-38847.26,-50003.25,-66725.12,-66330.92,41301
-93388.19,-103209.8,-39871.46,-124084.1,-38944.73,-49991.66,-66763.32,-66360.58,41305
-93387.48,-103186.5,-39873.32,-124090.4,-38911.02,-50007.21,-66759.93,-66365.06,41309
-93397.49,-103139,-39824.49,-124129.3,-38836.82,-50045.59,-66740.9,-66368.83,41313
-93411.79,-103166.6,-39833.17,-124132.5,-38853.08,-50056.23,-66741.81,-66358.53,41317
-93443.84,-103234.9,-39905.84,-124113.2,-38958.79,-50034.63,-66753.3,-66372.36,41321
-93447.22,-103234.5,-39923.15,-124113.4,-38959.03,-50032.67,-66772.9,-66398.25,41325
-93418.95,-103171.2,-39861.35,-124138.8,-38873.01,-50057.99,-66747.39,-66387.19,41329
-93427.15,-103188.2,-39861.88,-124161.8,-38894.85,-50079.45,-66736.23,-66387.71,41333
-93482.46,-103264,-39945.18,-124158.3,-39000.37,-50078.26,-66773.85,-66401.59,41337
-93483.89,-103264.4,-39967.02,-124142.1,-39009.86,-50070.63,-66788.73,-66415.99,41341
-93464.68,-103208.9,-39916,-124168.2,-38917.69,-50098.14,-66779.81,-66434.49,41345
-93448.89,-103189,-39879.61,-124177,-38884.69,-50099.24,-66754.4,-66418.42,41349
-93479.03,-103253.3,-39941.84,-124163.3,-38954.93,-50085.03,-66771.14,-66398.06,41353
-93479.79,-103260.4,-39979.18,-124141.6,-38986.26,-50060.85,-66789.02,-66393.53,41357
-93455.19,-103219.6,-39944.7,-124172.5,-38903.29,-50095.61,-66766.42,-66419.18,41361
-93468.87,-103204.4,-39910.61,-124201.9,-38874.2,-50116.17,-66747.68,-66426.57,41365
-93485.8,-103255.1,-39955.29,-124185.2,-38947.54,-50091.47,-66780.86,-66446.98,41369
-93500.25,-103281.2,-40005.31,-124161.7,-39025.22,-50073.25,-66808.28,-66434.16,41373
-93474.98,-103225.8,-39962.16,-124164.2,-38943.11,-50084.03,-66778.24,-66430.91,41377
-93468.35,-103183.8,-39909.56,-124188.7,-38890.7,-50105.15,-66750.78,-66414.7,41381
-93487.95,-103234.9,-39948.57,-124186.7,-38948.16,-50102.58,-66764.32,-66420.37,41385
-93505.68,-103288.7,-40015.47,-124165.1,-39028.75,-50079.69,-66808.04,-66450.13,41389
-93489.47,-103256.8,-39998.39,-124170.5,-38967.81,-50092.51,-66791.59,-66453.99,41393
-93462.86,-103202.8,-39934.16,-124192.9,-38886.08,-50116.64,-66741.52,-66418.94,41397
-93484.18,-103228.3,-39947.23,-124190.5,-38921.08,-50106.25,-66725.79,-66407.21,41401
-93525.85,-103289.2,-40024.1,-124176.4,-39016.73,-50094.56,-66763.32,-66425.81,41405
-93521.8,-103276.3,-40024,-124179.5,-38989.22,-50112.4,-66774.52,-66433.63,41409
-93486.37,-103213.9,-39950.95,-124192.2,-38889.89,-50128.99,-66724.88,-66417.28,41413
-93489.66,-103231,-39948.57,-124197.4,-38905.72,-50133.19,-66694.32,-66404.16,41417
-93497.01,-103290.4,-40002.3,-124165.7,-38987.55,-50099.95,-66713.63,-66417.04,41421
-93483.65,-103257.1,-39998.2,-124136.1,-38962.56,-50073.44,-66726.65,-66426.1,41425
-93469.87,-103196,-39944.61,-124161.6,-38873.63,-50099.24,-66704.38,-66429.24,41429
-93468.92,-103197.7,-39930.78,-124174.9,-38864.71,-50106.68,-66690.31,-66424.48,41433
-93500.44,-103263.7,-39997.77,-124160.1,-38962.13,-50085.55,-66719.16,-66437.73,41437
-93511.02,-103273.5,-40033.01,-124148.5,-38988.83,-50076.83,-66739.24,-66458.33,41441
-93485.75,-103215.5,-39972.84,-124160.9,-38893.47,-50096.95,-66704.67,-66441.26,41445
-93478.98,-103182,-39928.54,-124164.2,-38843.3,-50098,-66672.19,-66411.89,41449
-93513.36,-103236.2,-39990.43,-124153.6,-38935.86,-50084.84,-66705.24,-66427.67,41453
-93515.94,-103262.9,-40029.96,-124130.8,-39001.23,-50062.86,-66747.53,-66446.46,41457
-93500.68,-103229.3,-39996.77,-124156,-38941.01,-50100.29,-66743.24,-66462.91,41461
-93486.42,-103198.8,-39946.56,-124173.9,-38892.66,-50117.12,-66714.06,-66450.94,41465
-93517.51,-103248.7,-39988,-124161.1,-38962.51,-50106.87,-66710.29,-66428.1,41469
-93540.78,-103297.3,-40050.8,-124144.6,-39039,-50093.04,-66758.45,-66451.61,41473
-93506.49,-103230.5,-39999.54,-124132.5,-38948.02,-50083.03,-66742.72,-66450.7,41477
-93472.21,-103161.8,-39922.63,-124141.5,-38871.87,-50088.51,-66717.16,-66447.7,41481
-93487.47,-103222.9,-39959.29,-124143.9,-38923.56,-50093.32,-66713.2,-66429.91,41485
-93509.74,-103266.6,-40018.04,-124113.7,-38988.93,-50068.1,-66722.93,-66416.13,41489
-93490.47,-103203.1,-39988.05,-124103.5,-38916.31,-50060.14,-66744.53,-66430.39,41493
-93459.48,-103140.4,-39918.48,-124121.7,-38837.01,-50076.87,-66727.98,-66425.62,41497
-93484.56,-103200.3,-39948.37,-124141,-38891.37,-50099.05,-66733.94,-66421.61,41501
-93508.69,-103259.6,-40016.75,-124120.6,-38991.17,-50080.93,-66768.23,-66431.25,41505
-93500.92,-103228.7,-40012.46,-124109.3,-38959.37,-50073.25,-66777.62,-66454.9,41509
-93460.91,-103156.1,-39941.13,-124124.6,-38869.67,-50089.7,-66773.19,-66455.42,41513
-93451.94,-103162.3,-39925.63,-124120.1,-38877.87,-50079.93,-66767.51,-66428,41517
-93467.77,-103200.5,-39972.6,-124078.6,-38955.36,-50029.14,-66778.24,-66413.65,41521
-93447.56,-103182.1,-39977.37,-124056.6,-38953.93,-50006.21,-66785.78,-66412.65,41525
-93409.65,-103114,-39914.9,-124077.1,-38861.57,-50028.05,-66747.53,-66397.34,41529
-93423.1,-103114.7,-39905.27,-124097,-38853.32,-50038.97,-66736.04,-66388.67,41533
-93454.14,-103160.6,-39958.77,-124065.3,-38930.23,-50000.87,-66762.17,-66366.06,41537
-93452.9,-103162.2,-39980.27,-124040.2,-38955.27,-49977.5,-66783.39,-66364.78,41541
-93413.13,-103090.4,-39912.9,-124043.1,-38851.46,-49984.03,-66736.57,-66331.02,41545
-93366.73,-103031,-39840.51,-124026.4,-38792.71,-49968.78,-66690.84,-66283.76,41549
-93380.42,-103081.5,-39885.43,-124000.2,-38875.25,-49948.32,-66713.92,-66284.57,41553
-93385.66,-103108.7,-39930.54,-123970.4,-38937.19,-49926.1,-66738.62,-66298.45,41557
-93362.82,-103055.7,-39882.67,-123968.9,-38850.36,-49932.87,-66743.24,-66304.98,41561
-93336.5,-103000.7,-39817.05,-123975.7,-38793.76,-49937.02,-66712.49,-66289.05,41565
-93369.55,-103036.5,-39856.25,-123963,-38872.11,-49923.71,-66702.9,-66260.01,41569
-93369.45,-103070.5,-39906.6,-123930.4,-38946.21,-49888.95,-66739.81,-66258.54,41573
-93345.51,-103009.6,-39862.16,-123916.7,-38860.8,-49880.08,-66732.13,-66231.83,41577
-93315.04,-102948,-39789.02,-123929.6,-38789.09,-49888.67,-66699.75,-66209.9,41581
-93332.69,-102978.3,-39808.61,-123925.4,-38835.44,-49882.13,-66728.46,-66203.7,41585
-93360.53,-103016.8,-39865.79,-123894.1,-38924.37,-49844.51,-66754.4,-66191.87,41589
-93323.2,-102955,-39831.17,-123875.4,-38880.97,-49825.06,-66713.63,-66160.12,41593
-93281.09,-102882.5,-39750.2,-123891.5,-38784.27,-49826.25,-66672.24,-66123.31,41597
-93289.34,-102893.1,-39755.64,-123894.5,-38804.82,-49823.05,-66677.2,-66121.68,41601
-93306.84,-102950,-39822.49,-123869.7,-38895.61,-49793.73,-66713.25,-66137.13,41605
-93273.46,-102924.4,-39813.38,-123847.6,-38855.37,-49780.52,-66712.77,-66129.74,41609
-93245.76,-102854.7,-39744.38,-123863,-38766.63,-49795.44,-66661.46,-66085.64,41613
-93256.06,-102861.2,-39730.75,-123873.6,-38773.4,-49793.73,-66647.35,-66053.35,41617
-93290.63,-102924.7,-39797.88,-123858.5,-38868,-49778.66,-66681.78,-66082.06,41621
-93294.25,-102929.3,-39828.4,-123854.9,-38880.55,-49785.24,-66714.54,-66145.96,41625
-93266.93,-102861.5,-39769.99,-123878.1,-38784.51,-49812.09,-66703.57,-66152.63,41629
-93251.91,-102842.2,-39731.94,-123884.8,-38758.33,-49816.95,-66666.52,-66110.53,41633
-93268.98,-102901.9,-39787.01,-123866,-38839.54,-49795.11,-66680.97,-66116.58,41637
-93267.88,-102925.2,-39823.78,-123844.7,-38873.06,-49773.13,-66703.43,-66125.12,41641
-93264.98,-102868.8,-39783.72,-123868.5,-38792.95,-49807.03,-66702,-66144,41645
-93263.26,-102860.4,-39756.83,-123903.1,-38764.2,-49844.37,-66684.83,-66136.32,41649
-93300.45,-102928.3,-39822.11,-123907.8,-38854.08,-49844.7,-66699.47,-66137.8,41653
-93314.57,-102959.5,-39872.84,-123887.1,-38913.78,-49820.86,-66725.69,-66160.4,41657
-93299.07,-102911.8,-39839.13,-123902.1,-38844.97,-49843.18,-66705.19,-66163.22,41661
-93281.95,-102862.3,-39781.86,-123924,-38797.38,-49864.97,-66686.4,-66150.96,41665
-93327.16,-102942.2,-39843.18,-123942.9,-38883.64,-49881.28,-66708.77,-66172.75,41669
-93360.77,-103015,-39917.67,-123932.7,-38976.2,-49873.36,-66750.97,-66210.66,41673
-93354.62,-102994,-39907.32,-123950.4,-38926.18,-49902.3,-66758.26,-66241.13,41677
-93347.85,-102943.3,-39857.92,-123986.6,-38877.64,-49939.83,-66743.96,-66253.77,41681
-93371.79,-102985.1,-39885.43,-123993.3,-38926.75,-49945.46,-66755.4,-66268.5,41685
-93416.42,-103061.4,-39965.25,-123982,-39022.07,-49930.53,-66789.88,-66288.2,41689
-93410.75,-103043.1,-39963.92,-123985.3,-38999.33,-49941.4,-66802.37,-66304.41,41693
-93405.45,-103017.5,-39922.82,-124027,-38928.09,-49987.18,-66779.43,-66309.84,41697
-93430.39,-103040.9,-39935.4,-124041.6,-38948.45,-50004.3,-66775.05,-66310.65,41701
-93474.02,-103123.2,-40013.84,-124033,-39050.92,-49998.05,-66810.48,-66344.99,41705
-93474.31,-103117.8,-40028.86,-124030.5,-39043.96,-50003.87,-66824.3,-66375.55,41709
-93463.24,-103058.9,-39973.22,-124059,-38947.45,-50032.81,-66793.98,-66368.92,41713
-93497.39,-103080.4,-39978.13,-124093,-38961.46,-50063.09,-66788.16,-66377.65,41717
-93548.98,-103173.7,-40062.39,-124095.8,-39067.08,-50068.24,-66828.21,-66408.12,41721
-93560.19,-103174.2,-40087.99,-124080.7,-39086.44,-50054.75,-66843.62,-66435.73,41725
-93535.77,-103107.9,-40032.58,-124100.8,-39004.95,-50078.92,-66816.58,-66448.89,41729
-93546.31,-103101.6,-40013.27,-124132.9,-38996.51,-50110.06,-66807.81,-66448.03,41733
-93592.09,-103160.2,-40077.26,-124132.2,-39086.73,-50106.15,-66831.07,-66463.05,41737
-93618.79,-103202.9,-40135.1,-124131.2,-39142.71,-50108.63,-66864.83,-66499.05,41741
-93613.02,-103182.5,-40107.45,-124158.1,-39055.07,-50142.15,-66847.57,-66512.74,41745
-93634.05,-103168.2,-40082.46,-124193.2,-39012.15,-50181.02,-66836.94,-66514.6,41749
-93676.53,-103236.4,-40148.31,-124203.3,-39098.27,-50189.65,-66864.69,-66537.77,41753
-93697.66,-103281.4,-40210.25,-124187.3,-39161.02,-50175.77,-66881.38,-66566.95,41757
-93688.65,-103248.9,-40187.99,-124207,-39089.83,-50206.34,-66870.32,-66601.62,41761
-93705.24,-103215.8,-40154.65,-124250.5,-39039.71,-50251.59,-66847.1,-66607.25,41765
-93740.24,-103257.3,-40201.91,-124263.3,-39099.17,-50266.89,-66877.47,-66647.73,41769
-93781.2,-103299.9,-40276.1,-124249.6,-39183.24,-50258.84,-66884.96,-66664.9,41773
-93779.82,-103320.7,-40281.59,-124268.2,-39141.14,-50294.6,-66876.04,-66674.2,41777
-93773.24,-103303.3,-40245.44,-124313.9,-39069.94,-50348.48,-66851.53,-66672.19,41781
-93801.13,-103334.3,-40275.2,-124331.6,-39105.8,-50368.51,-66853.49,-66681.59,41785
-93836.32,-103405.6,-40346.2,-124314.5,-39193.64,-50348.86,-66868.84,-66693.65,41789
-93843.57,-103391,-40359.31,-124323.6,-39178.04,-50361.83,-66860.02,-66718.26,41793
-93847.81,-103360,-40324.98,-124372.1,-39114.34,-50418.38,-66851.44,-66734.66,41797
-93850.87,-103398.1,-40329.22,-124389,-39131.46,-50435.5,-66849.34,-66727.46,41801
-93895.88,-103473.9,-40402.04,-124375.5,-39222.68,-50421.53,-66865.31,-66730.56,41805
-93904.94,-103464.4,-40419.06,-124360.6,-39215.38,-50407.99,-66854.34,-66726.7,41809
-93881.96,-103418,-40373.52,-124395.4,-39128.88,-50447.52,-66829.64,-66753.97,41813
-93896.07,-103415.6,-40364.8,-124422.8,-39127.21,-50477.32,-66817.96,-66764.46,41817
-93941.61,-103481.6,-40434.27,-124413.1,-39212.28,-50462.92,-66832.98,-66776.81,41821
-93947.23,-103510.5,-40469.46,-124395.8,-39226.49,-50441.42,-66832.93,-66784.58,41825
-93901.7,-103465,-40406.23,-124403.3,-39121.92,-50458.96,-66775.52,-66747.91,41829
-93896.83,-103449.7,-40370.8,-124421.7,-39092.5,-50487.48,-66748.34,-66746.82,41833
-93926.68,-103505.2,-40431.08,-124419.4,-39181.38,-50485.86,-66772.95,-66761.08,41837
-93930.4,-103534.1,-40472.08,-124400.2,-39252.62,-50471.55,-66800.7,-66791.02,41841
-93919.01,-103495,-40439.95,-124417.2,-39180.62,-50503.41,-66777.38,-66798.51,41845
-93913.38,-103469.6,-40400.32,-124435.8,-39119.58,-50526.87,-66735.18,-66782.87,41849
-93937.27,-103526.8,-40442.62,-124427.4,-39191.92,-50519.43,-66735.37,-66790.64,41853
-93952.72,-103566.5,-40496.74,-124402.7,-39272.36,-50497.54,-66760.36,-66802.7,41857
-93940.23,-103526.2,-40474.76,-124412.8,-39243.42,-50518,-66748.06,-66809.9,41861
-93926.97,-103477.7,-40422.06,-124440.5,-39213.62,-50542.65,-66712.63,-66799.99,41865
-93944.9,-103502.3,-40443.33,-124436.5,-39311.03,-50531.35,-66735.14,-66807.81,41869
-93958.54,-103541.5,-40499.12,-124406.6,-39444.98,-50498.78,-66773.14,-66817.15,41873
-93960.4,-103523.9,-40498.84,-124415.9,-39470.54,-50518.71,-66782.68,-66818.58,41877
-93952.1,-103490.1,-40450.82,-124452.9,-39472.59,-50554.24,-66781.39,-66818.34,41881
-93952.29,-103501.4,-40447.19,-124440.3,-39553.22,-50538.45,-66783.25,-66798.55,41885
-93981.81,-103537.6,-40501.79,-124408.2,-39685.64,-50501.64,-66822.59,-66800.22,41889
-93966.74,-103514,-40496.17,-124394.3,-39689.21,-50501.02,-66842.57,-66815.1,41893
-93933.84,-103457.8,-40428.55,-124410.7,-39606.67,-50524.53,-66827.83,-66812.29,41897
-93936.22,-103475.1,-40416.06,-124414.8,-39618.12,-50526.48,-66828.6,-66803.04,41901
-93940.75,-103525.4,-40454.73,-124372.9,-39695.22,-50478.51,-66832.79,-66794.74,41905
-93929.78,-103500.4,-40450.63,-124339.6,-39673.24,-50446.14,-66822.63,-66782.1,41909
-93896.55,-103421.2,-40374.09,-124346.7,-39553.84,-50461.63,-66800.94,-66779,41913
-93891.21,-103407.4,-40342.77,-124361.7,-39526.09,-50473.17,-66788.35,-66779.62,41917
-93903.51,-103457.8,-40383.39,-124331.6,-39583.21,-50431.35,-66794.84,-66768.04,41921
-93888.35,-103454.1,-40393.88,-124286.2,-39573.72,-50385.44,-66788.3,-66748.3,41925
-93844.81,-103386,-40325.93,-124285.3,-39453.47,-50392.3,-66747.15,-66731.08,41929
-93828.26,-103351.4,-40278.77,-124300.8,-39404.4,-50402.27,-66728.41,-66718.88,41933
-93835.18,-103397.2,-40312.77,-124280.6,-39454.28,-50373.85,-66747.39,-66714.63,41937
-93824.02,-103402.5,-40327.13,-124233.8,-39465.48,-50330.27,-66772.81,-66712.1,41941
-93787.16,-103336.4,-40268.76,-124225.4,-39331.16,-50331.74,-66737.71,-66692.46,41945
-93752.4,-103289.1,-40202.81,-124234.6,-39226.73,-50339.56,-66699.94,-66655.69,41949
-93753.45,-103318.7,-40224.08,-124215.4,-39238.6,-50314.77,-66708.43,-66647.59,41953
-93738.43,-103323.7,-40239.2,-124153.5,-39233.36,-50248.82,-66718.06,-66631.04,41957
-93698.85,-103265.4,-40186.6,-124127.6,-39068.85,-50225.22,-66683.45,-66598.14,41961
-93665.52,-103195,-40112.74,-124133.9,-38896.76,-50227.41,-66625.65,-66534.48,41965
-93653.03,-103197.9,-40103.97,-124105.3,-38811.4,-50197.42,-66608.44,-66504.92,41969
-93646.92,-103224.6,-40130.38,-124047.3,-38739.12,-50134.24,-66616.12,-66490.47,41973
-93587.6,-103149.2,-40069.25,-123993.6,-38470.94,-50079.4,-66573.44,-66431.06,41977
-93524.47,-103052.2,-39970.83,-123978,-38227.52,-50073.44,-66500.01,-66377.65,41981
-93531.43,-103083.8,-39980.47,-123994.7,-38477,-50095.71,-66522.8,-66398.06,41985
-93562.95,-103144.4,-40046.56,-123982,-38747.22,-50078.73,-66575.97,-66418.61,41989
-93568.96,-103134.5,-40050.08,-123974.7,-38805.11,-50069.15,-66570.86,-66399.63,41993
-93544.21,-103073,-39986.33,-123990.9,-38757.43,-50083.41,-66528.76,-66372.6,41997
-93546.98,-103085.2,-39981.75,-124008.3,-38807.59,-50098.09,-66550.6,-66385.66,42001
-93576.88,-103146.8,-40042.55,-123990.8,-38921.46,-50079.59,-66597.95,-66406.36,42005
-93572.3,-103119.3,-40043.03,-123954.9,-38935.62,-50048.22,-66622.41,-66414.08,42009
-93539.44,-103044.7,-39974.74,-123959,-38842.06,-50058.56,-66592.42,-66394.53,42013
-93534.44,-103040.2,-39947.33,-123976.8,-38852.36,-50072.77,-66566.91,-66365.25,42017
-93557.47,-103113.4,-40005.69,-123970.5,-38965.76,-50060.76,-66592.89,-66371.02,42021
-93559.71,-103138,-40045.51,-123956.8,-39023.98,-50049.89,-66633.76,-66397.58,42025
-93527.62,-103084.9,-39996.53,-123970.1,-38935.57,-50069.05,-66610.82,-66390.72,42029
-93509.12,-103041.6,-39944.37,-123983.6,-38897,-50077.54,-66584.17,-66361.91,42033
-93531.1,-103087.3,-39978.94,-123967.4,-38968.04,-50052.6,-66599.52,-66343.03,42037
-93528.05,-103106,-40011.94,-123925.3,-39025.84,-50006.3,-66624.94,-66338.6,42041
-93500.96,-103060.8,-39980.85,-123937.1,-38959.46,-50030.48,-66637.48,-66348.85,42045
-93480.17,-103012.1,-39922.77,-123958.5,-38903.1,-50052.56,-66625.56,-66335.07,42049
-93490.81,-103029.3,-39940.7,-123943.2,-38963.8,-50023.99,-66643.2,-66325.48,42053
-93499.15,-103077.3,-39984.85,-123906.8,-39058.79,-49982.17,-66676.1,-66312.66,42057
-93483.8,-103049.4,-39961.63,-123908.6,-39012.63,-49994.1,-66680.92,-66313.13,42061
-93457.52,-102999.4,-39896.26,-123927.3,-38935.62,-50013.36,-66657.03,-66294.3,42065
-93462.43,-103022.1,-39900.74,-123920.1,-38972.96,-50001.15,-66661.94,-66270.55,42069
-93484.89,-103058.5,-39957.2,-123892.5,-39066.27,-49971.68,-66693.36,-66268.88,42073
