F3,F4,Fz,Cz,P3,P4,O1,O2,timestamp
-93427.15,-102874.4,-38525.06,-119856.8,-36209.54,-44994.74,-61765.73,-64112.77,64789
-93421.33,-102830.8,-38500.98,-119869.6,-36154.42,-45014.25,-61754.95,-64117.16,64793
-93404.12,-102786.1,-38440.09,-119883.6,-36094.15,-45025.59,-61711.13,-64083.06,64797
-93409.7,-102826.8,-38457.26,-119875.4,-36132.2,-45020.87,-61711.89,-64092.65,64801
-93424.53,-102866.6,-38507.23,-119851.9,-36198.24,-44998.65,-61750.85,-64108.33,64805
-93411.56,-102832.8,-38489.97,-119846.6,-36147.17,-44997.51,-61744.08,-64103.9,64809
-93400.21,-102792.5,-38437.32,-119871.9,-36084.66,-45022.54,-61737.31,-64109,64813
-93404.21,-102812.9,-38446.53,-119872.3,-36111.17,-45017.01,-61729.44,-64104.42,64817
-93419.85,-102858.8,-38498.98,-119844.8,-36187.8,-44989.55,-61757.1,-64115.49,64821
-93410.36,-102844.2,-38494.45,-119834.1,-36157.18,-44982.06,-61755.71,-64118.82,64825
-93390.15,-102796.8,-38438.04,-119853.1,-36081.46,-45000.85,-61714.52,-64097.51,64829
-93391.15,-102812.6,-38428.93,-119857.2,-36087.47,-45003.04,-61699.54,-64088.12,64833
-93408.69,-102855.1,-38477.28,-119832.3,-36156.66,-44979.67,-61724.05,-64100.23,64837
-93404.16,-102846.1,-38486.63,-119822.6,-36159.47,-44978.48,-61748.47,-64120.26,64841
-93388.05,-102805.2,-38441.23,-119850,-36096.58,-45010.67,-61736.31,-64124.93,64845
-93386.71,-102802.6,-38423.88,-119861.4,-36094.53,-45015.96,-61723,-64113.53,64849
-93409.03,-102867.7,-38476.43,-119847.7,-36168.39,-44997.65,-61745.51,-64117.2,64853
-93410.89,-102875,-38503.94,-119833.4,-36193.19,-44989.45,-61771.02,-64132.08,64857
-93389.14,-102816.6,-38458.64,-119849.9,-36130.24,-45009.48,-61757.48,-64132.56,64861
-93381.85,-102797.2,-38421.97,-119861.6,-36112.12,-45018.39,-61741.5,-64118.68,64865
-93402.97,-102844.4,-38463.07,-119848.4,-36175.11,-45004.18,-61759.67,-64121.45,64869
-93420.57,-102871.9,-38508.23,-119835.7,-36218.22,-44993.6,-61794.48,-64144.19,64873
-93403.54,-102829.8,-38470.7,-119846.1,-36147.65,-45008.86,-61777.74,-64147.2,64877
-93388.91,-102797,-38424.64,-119863.8,-36098.53,-45025.83,-61748.66,-64132.84,64881
-93406.98,-102837.7,-38458.83,-119859.8,-36145.45,-45019.11,-61751.9,-64128.98,64885
-93416.09,-102863.9,-38503.03,-119831.9,-36198.91,-44989.83,-61775.17,-64136.13,64889
-93400.78,-102829.5,-38478.95,-119835.4,-36151.61,-44996.46,-61777.08,-64146.77,64893
-93379.46,-102790.7,-38421.59,-119848.2,-36094.05,-45007.67,-61749.75,-64132.56,64897
-93391.24,-102823,-38440.76,-119844.4,-36120.94,-45000.27,-61747.66,-64120.68,64901
-93398.2,-102860.9,-38485.82,-119811.2,-36177.02,-44965.18,-61763.49,-64122.88,64905
-93383.28,-102830.5,-38471.61,-119806.2,-36140.02,-44963.7,-61762.39,-64131.6,64909
-93368.83,-102781.7,-38414.15,-119829.3,-36081.37,-44989.83,-61738.02,-64133.03,64913
-93390.77,-102813.1,-38425.64,-119839.4,-36106.31,-44996.79,-61733.02,-64130.22,64917
-93418.47,-102868.5,-38484.2,-119818.7,-36173.25,-44971.28,-61749.52,-64130.17,64921
-93405.83,-102839.4,-38478.14,-119803,-36146.93,-44958.41,-61738.41,-64123.64,64925
-93388.05,-102794.4,-38427.41,-119831.5,-36087.14,-44987.97,-61728.39,-64122.4,64929
-93392.63,-102814.4,-38419.92,-119846.4,-36095.91,-44994.46,-61720.67,-64113.63,64933
-93417.33,-102867.2,-38472.75,-119828.3,-36167.01,-44971.71,-61740.46,-64117.54,64937
-93411.89,-102856.2,-38487.97,-119810.7,-36165.53,-44958.22,-61754.24,-64133.61,64941
-93393.67,-102810.7,-38442,-119834.2,-36091.48,-44986.02,-61736.16,-64134.51,64945
-93395.44,-102808.8,-38418.87,-119850.9,-36079.08,-45001.56,-61728.06,-64122.45,64949
-93406.64,-102855,-38457.69,-119827,-36138.83,-44977.05,-61738.55,-64118.01,64953
-93407.69,-102861.8,-38480.1,-119802.1,-36160.05,-44957.93,-61749.18,-64121.97,64957
-93390.05,-102816,-38439.38,-119816.9,-36086.52,-44976.1,-61721.1,-64104.33,64961
-93384.71,-102801.6,-38403.56,-119836,-36059.43,-44994.55,-61700.07,-64098.23,64965
-93403.93,-102852.4,-38443.33,-119824.5,-36117.7,-44983.2,-61719.48,-64117.49,64969
-93410.6,-102876.9,-38486.39,-119802.9,-36163.05,-44963.46,-61743.41,-64132.22,64973
-93385.71,-102821.3,-38443.29,-119802.6,-36102.16,-44968.18,-61723.86,-64124.59,64977
-93371.45,-102784.7,-38389.78,-119820.4,-36059.81,-44980.87,-61696.73,-64103.14,64981
-93390.29,-102825,-38418.39,-119812.5,-36102.25,-44967.04,-61693.58,-64086.64,64985
-93416.47,-102867.3,-38473.95,-119793.5,-36162.57,-44947.87,-61715.95,-64096.51,64989
-93412.84,-102852.2,-38463.55,-119808.5,-36122.66,-44971.09,-61723.53,-64113.05,64993
-93388.52,-102804.3,-38403.56,-119826.4,-36066.82,-44987.4,-61692.44,-64098.7,64997
-93392.72,-102827.4,-38413.15,-119817.4,-36099.44,-44977.86,-61681.95,-64085.83,65001
-93409.36,-102872.4,-38464.5,-119792.3,-36162.43,-44952.83,-61709.84,-64094.6,65005
-93397.82,-102855.5,-38457.88,-119792.3,-36131.91,-44958.55,-61716.52,-64109.72,65009
-93376.56,-102799.5,-38401.9,-119814.7,-36072.12,-44980.82,-61685.1,-64101.28,65013
-93388.72,-102818.1,-38406.62,-119821.1,-36088.47,-44979.77,-61666.36,-64085.35,65017
-93409.84,-102862.5,-38462.74,-119798.4,-36159.81,-44953.07,-61685.05,-64091.64,65021
-93399.4,-102849.4,-38467.84,-119789.5,-36150.7,-44945.53,-61686,-64098.89,65025
-93374.46,-102808.1,-38416.11,-119810.9,-36081.89,-44969.71,-61657.49,-64085.59,65029
-93382.33,-102814.9,-38404.47,-119823.7,-36085.52,-44981.77,-61658.68,-64081.15,65033
-93407.79,-102871.2,-38457.11,-119809.1,-36155.32,-44966.18,-61685.67,-64095.6,65037
-93407.84,-102874,-38473.71,-119794.3,-36170.54,-44956.17,-61703.31,-64117.87,65041
-93381.52,-102820.9,-38420.83,-119806.2,-36102.63,-44974.86,-61678.23,-64117.06,65045
-93371.31,-102804.3,-38388.26,-119816.4,-36083.8,-44983.54,-61656.96,-64100.42,65049
-93393.44,-102853.1,-38436.04,-119800.6,-36145.17,-44962.84,-61664.97,-64092.12,65053
-93402.16,-102867.9,-38471.56,-119781.8,-36175.59,-44944.67,-61691.1,-64107.95,65057
-93383.28,-102828.5,-38434.94,-119800.3,-36120.37,-44966.13,-61682.33,-64113.67,65061
-93375.7,-102818.5,-38397.84,-119822.8,-36092.48,-44983.25,-61664.3,-64105.81,65065
-93394.58,-102864.4,-38434.37,-119810.3,-36139.35,-44967.99,-61663.97,-64097.18,65069
-93410.94,-102885.9,-38477.28,-119789.7,-36183.36,-44943.58,-61683,-64099.8,65073
-93402.11,-102850.9,-38452.97,-119804.2,-36129.43,-44962.94,-61691.53,-64115.25,65077
-93397.78,-102818,-38409.05,-119828.8,-36080.89,-44982.96,-61669.55,-64104.9,65081
-93411.79,-102856.2,-38431.56,-119827.3,-36122.57,-44974.57,-61677.32,-64105.38,65085
-93423.19,-102890.9,-38480.1,-119806.8,-36184.32,-44950.06,-61703.93,-64113.29,65089
-93402.88,-102857.8,-38459.97,-119804.7,-36139.83,-44957.41,-61695.92,-64116.73,65093
-93388.19,-102814.9,-38408.29,-119829.6,-36081.61,-44981.73,-61673.03,-64110.1,65097
-93404.83,-102844.9,-38422.88,-119835.5,-36107.26,-44982.01,-61665.64,-64097.65,65101
-93422.86,-102887.9,-38474.76,-119806.8,-36160.9,-44949.4,-61665.45,-64085.3,65105
-93410.84,-102866.5,-38469.61,-119798.5,-36135.63,-44946.82,-61668.93,-64097.7,65109
-93391.77,-102819.1,-38414.77,-119822.6,-36075.69,-44969.71,-61669.31,-64097.8,65113
-93397.78,-102831,-38409.43,-119828.6,-36092.05,-44974.72,-61668.93,-64099.37,65117
-93415.13,-102879,-38461.12,-119804.6,-36162.43,-44951.78,-61682.81,-64105.9,65121
-93411.89,-102875.2,-38472.23,-119794.4,-36163.05,-44944.34,-61691.1,-64110.86,65125
-93392.01,-102820.7,-38418.11,-119811.4,-36094.91,-44964.42,-61669.93,-64112.96,65129
-93388.52,-102818.3,-38393.07,-119812.4,-36080.56,-44966.32,-61653.43,-64096.84,65133
-93400.45,-102858.2,-38432.94,-119784,-36139.4,-44937.14,-61662.25,-64090.36,65137
-93401.07,-102869.8,-38455.06,-119761.6,-36156.42,-44921.74,-61682.66,-64105.47,65141
-93381.94,-102825.1,-38415.96,-119780.7,-36089.52,-44947.39,-61674.22,-64111.96,65145
-93375.17,-102807.5,-38384.3,-119795.8,-36068.68,-44961.17,-61662.45,-64098.08,65149
-93393.67,-102857.3,-38433.27,-119785.7,-36136.78,-44947.73,-61681.09,-64098.18,65153
-93397.97,-102869.2,-38465.46,-119762.1,-36173.02,-44925.98,-61692.68,-64100.18,65157
-93381.23,-102822.8,-38427.84,-119776.4,-36111.31,-44948.49,-61678.71,-64106.19,65161
-93369.26,-102792.6,-38384.25,-119796.3,-36075.6,-44968.9,-61653.67,-64097.22,65165
-93388,-102837.8,-38418.49,-119788,-36125.19,-44959.98,-61656.72,-64085.68,65169
-93403.54,-102870.5,-38465.7,-119762.6,-36177.26,-44945.01,-61688.72,-64099.04,65173
-93384.14,-102838.2,-38438.37,-119765.5,-36130.53,-44958.46,-61683.14,-64121.21,65177
-93360.63,-102799.7,-38376.43,-119781.9,-36072.16,-44979.05,-61656.82,-64113.01,65181
-93378.42,-102831,-38394.6,-119778.7,-36103.68,-44981.34,-61660.87,-64103.14,65185
-93392.72,-102867.4,-38442.9,-119753.1,-36162.72,-44957.74,-61678.94,-64104.9,65189
-93376.51,-102837.7,-38425.88,-119751.6,-36125.9,-44969.28,-61678.37,-64125.5,65193
-93355.19,-102795.1,-38370.19,-119777.8,-36071.83,-45005.04,-61668.74,-64130.51,65197
-93363.01,-102827.7,-38374.29,-119777.1,-36086.52,-45006.71,-61644.04,-64103.71,65201
-93384.23,-102879.8,-38428.03,-119752.6,-36157.14,-44981.92,-61684.57,-64111.58,65205
-93381.99,-102863.5,-38435.18,-119750.1,-36141.59,-44985.49,-61712.99,-64140.09,65209
-93365.21,-102816.2,-38383.35,-119774.5,-36075.93,-45013.29,-61686.14,-64143.24,65213
-93375.32,-102838.2,-38382.11,-119788.3,-36083.32,-45027.45,-61674.99,-64134.7,65217
-93398.3,-102892.4,-38441.85,-119770.3,-36152.08,-45007.09,-61693.49,-64138.37,65221
-93394.87,-102888.3,-38456.21,-119752.6,-36146.36,-44991.79,-61699.35,-64143.19,65225
-93375.89,-102838.2,-38405.09,-119769.5,-36074.55,-45011.19,-61672.36,-64138.04,65229
-93370.79,-102829.9,-38380.82,-119779.8,-36062.91,-45016.63,-61651,-64120.59,65233
-93393.2,-102874.6,-38425.88,-119759.1,-36126.71,-44994.98,-61660.01,-64112.86,65237
-93392.43,-102874.2,-38447.2,-119735.2,-36146.69,-44975.34,-61677.37,-64129.79,65241
-93379.75,-102839.3,-38412.34,-119759.3,-36082.94,-45006.47,-61666.59,-64139.23,65245
-93374.08,-102821.4,-38376.62,-119779.7,-36058,-45026.5,-61642.94,-64127.17,65249
-93396.01,-102872.2,-38415.39,-119771.3,-36116.22,-45017.77,-61651.24,-64126.07,65253
-93404.88,-102895.1,-38456.21,-119751.4,-36158.76,-45000.04,-61676.7,-64136.04,65257
-93390.24,-102852.5,-38427.79,-119763.8,-36098.82,-45020.59,-61671.31,-64144.72,65261
-93372.88,-102815.6,-38380.1,-119780.9,-36058.77,-45039.28,-61651.29,-64141,65265
-93390.19,-102859.5,-38412.86,-119775.6,-36106.45,-45033.56,-61665.64,-64140.95,65269
-93404.31,-102886.7,-38458.12,-119745.8,-36151.61,-45006,-61677.89,-64135.08,65273
-93392.48,-102855.6,-38439.09,-119752.6,-36103.49,-45022.64,-61670.12,-64147.67,65277
-93376.41,-102819,-38389.16,-119780,-36056.95,-45050.77,-61656.77,-64149.72,65281
-93385.76,-102855.7,-38404.04,-119776.2,-36086.42,-45045.34,-61652.29,-64131.65,65285
-93402.5,-102891.2,-38456.06,-119749.5,-36146.84,-45019.92,-61672.79,-64137.76,65289
-93395.58,-102864.6,-38449.1,-119744.7,-36109.02,-45019.92,-61671.31,-64139.85,65293
-93376.41,-102818.7,-38393.84,-119763.6,-36041.22,-45036.18,-61637.51,-64121.64,65297
-93385.19,-102838.7,-38396.79,-119766.1,-36065.68,-45035.75,-61629.73,-64111.2,65301
-93404.36,-102887.7,-38450.34,-119743.8,-36132.77,-45007.9,-61649.67,-64114.53,65305
-93403.02,-102875.1,-38457.11,-119738.4,-36121.33,-45007.05,-61671.84,-64141.9,65309
-93382.95,-102826.1,-38403.61,-119761,-36056.14,-45032.89,-61649.43,-64148.44,65313
-93381.71,-102837.5,-38388.12,-119768.7,-36063.87,-45037.23,-61635.84,-64133.03,65317
-93391.81,-102876.5,-38430.89,-119737.9,-36124.47,-45004.28,-61641.32,-64125.55,65321
-93393.48,-102872.6,-38447.96,-119719.7,-36124.33,-44990.02,-61649.14,-64131.94,65325
-93380.66,-102830.1,-38405.9,-119744.7,-36053.62,-45017.06,-61626.06,-64128.36,65329
-93380.08,-102835.6,-38386.21,-119767.5,-36045.56,-45038.95,-61610.57,-64118.49,65333
-93404.36,-102887.9,-38432.51,-119754.7,-36109.41,-45024.45,-61621.2,-64117.87,65337
-93411.6,-102901.6,-38463.26,-119733,-36140.26,-45007.71,-61641.42,-64129.79,65341
-93391.29,-102862,-38422.21,-119747.1,-36065.49,-45027.79,-61614.43,-64125.36,65345
-93375.51,-102831,-38376.29,-119760,-36021.19,-45038.18,-61572.42,-64097.94,65349
-93400.59,-102877,-38419.01,-119756.7,-36078.98,-45035.42,-61606.56,-64101.52,65353
-93409.98,-102892.6,-38457.45,-119731.1,-36124.43,-45011.1,-61621.72,-64103.85,65357
-93384.66,-102846.5,-38421.68,-119734,-36067.92,-45022.78,-61603.32,-64117.3,65361
-93373.55,-102816,-38370.09,-119753.5,-36020.62,-45041.38,-61583.72,-64106.67,65365
-93394.25,-102859.5,-38400.47,-119750,-36066.54,-45034.46,-61583.48,-64103.61,65369
-93414.7,-102902,-38457.21,-119729.4,-36137.3,-45016.2,-61629.5,-64126.79,65373
-93399.11,-102869.4,-38436.56,-119727.1,-36090.38,-45018.06,-61616.05,-64121.11,65377
-93379.89,-102816,-38376.29,-119740.5,-36027.29,-45029.65,-61576.33,-64104.71,65381
-93397.54,-102847.9,-38392.26,-119742.5,-36056.38,-45026.93,-61577.43,-64102.14,65385
-93419.14,-102897,-38450.15,-119719.7,-36116.42,-44998.18,-61599.36,-64108.19,65389
-93412.75,-102874.1,-38451.87,-119720.6,-36089.52,-44998.46,-61603.84,-64118.97,65393
-93393.53,-102818.8,-38401.37,-119748.7,-36022.43,-45021.78,-61584.58,-64109.76,65397
-93396.3,-102839.2,-38400.47,-119754.8,-36031.59,-45019.01,-61568.27,-64086.02,65401
-93416.8,-102896.3,-38452.63,-119731.4,-36105.73,-44997.65,-61587.77,-64099.13,65405
-93415.23,-102890.4,-38463.69,-119722.7,-36104.3,-44996.32,-61599.55,-64117.2,65409
-93397.01,-102840.9,-38414.39,-119746.9,-36046.61,-45026.88,-61601.98,-64127.17,65413
-93396.39,-102845.6,-38398.03,-119759.5,-36051.09,-45040.47,-61594.26,-64122.54,65417
-93421.04,-102895.9,-38448.29,-119743.4,-36120.75,-45022.78,-61613.04,-64128.93,65421
-93419.57,-102893.7,-38469.8,-119725.8,-36127.91,-45007.67,-61625.59,-64133.61,65425
-93392.86,-102836,-38419.92,-119738.4,-36047.89,-45018.87,-61592.73,-64113.29,65429
-93385.66,-102824.4,-38387.16,-119755,-36023.72,-45029.74,-61568.89,-64093.17,65433
-93402.97,-102878.3,-38430.89,-119742.4,-36085.18,-45015.68,-61592.73,-64103.42,65437
-93406.55,-102898,-38464.41,-119720.7,-36113.6,-44990.93,-61611.47,-64114.82,65441
-93386.62,-102856.8,-38426.36,-119734.8,-36053.23,-45006,-61599.93,-64124.07,65445
-93373.5,-102821.2,-38371.62,-119743.3,-36015.71,-45010.53,-61577.43,-64110.05,65449
-93393.29,-102861,-38403.56,-119730.1,-36061.77,-44992.6,-61585.53,-64102.85,65453
-93399.3,-102873.6,-38440.76,-119696.3,-36106.02,-44957.69,-61598.93,-64102.23,65457
-93383.66,-102825.9,-38409.76,-119696.5,-36043.51,-44963.99,-61587.34,-64107,65461
-93367.59,-102790.5,-38357.22,-119718.7,-35995.3,-44982.3,-61568.79,-64095.56,65465
-93382.18,-102833.3,-38378.2,-119717.6,-36039.64,-44978.05,-61577.76,-64098.37,65469
-93396.77,-102873.9,-38428.69,-119692.9,-36101.2,-44949.11,-61598.12,-64108.72,65473
-93384.42,-102847.9,-38419.54,-119697.2,-36061.39,-44956.5,-61598.5,-64114.63,65477
-93363.97,-102804.4,-38367.33,-119719.6,-36006.89,-44980.49,-61577.85,-64109.91,65481
-93375.79,-102833.4,-38381.49,-119724.9,-36037.64,-44984.68,-61577,-64104.71,65485
-93396.92,-102883.5,-38434.8,-119706.9,-36103.78,-44961.17,-61602.32,-64110.1,65489
-93384.38,-102864.7,-38428.93,-119699.3,-36086.61,-44955.93,-61617.53,-64124.88,65493
-93362.58,-102813,-38373.86,-119718.5,-36027.63,-44976.19,-61599.17,-64130.89,65497
-93368.64,-102816.6,-38361.17,-119722,-36035.07,-44974.91,-61582.77,-64113.72,65501
-93390.48,-102868.4,-38413.44,-119700.9,-36107.78,-44953.21,-61604.37,-64112.48,65505
-93386.05,-102863.7,-38430.46,-119693,-36122.23,-44950.3,-61633.17,-64132.99,65509
-93367.31,-102820.2,-38388.83,-119719,-36060.39,-44978.96,-61616.48,-64128.93,65513
-93363.54,-102816,-38364.94,-119728.7,-36050.95,-44986.16,-61591.59,-64113.2,65517
-93383.14,-102863.8,-38412.67,-119713.1,-36118.66,-44968.04,-61608.23,-64120.97,65521
-93380.9,-102871,-38435.18,-119692,-36135.97,-44948.35,-61632.17,-64131.7,65525
-93360.49,-102828.2,-38389.78,-119706.3,-36062.63,-44961.41,-61605.99,-64118.68,65529
-93362.06,-102819.3,-38362.94,-119730.8,-36038.26,-44982.01,-61584.24,-64109.34,65533
-93379.04,-102865.6,-38401.47,-119711,-36088.04,-44960.7,-61577.23,-64107.95,65537
-93381.75,-102873.9,-38430.27,-119679.1,-36122.23,-44924.36,-61610.28,-64121.02,65541
-93365.4,-102827.3,-38396.36,-119690.5,-36056.67,-44939.81,-61602.94,-64128.31,65545
-93352.43,-102796.3,-38350.11,-119706.9,-36009.37,-44952.73,-61565.36,-64105.33,65549
-93367.64,-102832.4,-38376.58,-119696.1,-36056.1,-44937.43,-61567.6,-64094.79,65553
-93375.22,-102852.8,-38420.02,-119665.4,-36106.16,-44906.29,-61588.34,-64102.76,65557
-93357.34,-102812.5,-38397.65,-119671.5,-36056.38,-44913.39,-61581.96,-64111.29,65561
-93343.13,-102786.7,-38348.63,-119699.1,-36005.5,-44933.99,-61555.97,-64100.51,65565
-93357.53,-102828.5,-38366.23,-119693.7,-36036.4,-44924.46,-61550.25,-64081.15,65569
-93373.12,-102870,-38419.06,-119669.2,-36098.06,-44901.24,-61577.14,-64085.11,65573
-93366.88,-102852.8,-38413.24,-119674.1,-36064.01,-44916.26,-61588.2,-64098.32,65577
-93348.23,-102806.3,-38356.07,-119697.4,-36001.31,-44944.1,-61562.31,-64095.03,65581
-93354.67,-102822.4,-38355.64,-119701.2,-36023.1,-44946.25,-61555.49,-64090.74,65585
-93370.79,-102868.9,-38407.86,-119678.1,-36087.85,-44923.55,-61576.57,-64094.41,65589
-93359.63,-102842.7,-38405.9,-119664,-36065.92,-44914.73,-61580.05,-64099.42,65593
-93346.8,-102789.4,-38357.41,-119693.5,-36004.6,-44945.77,-61561.26,-64108.24,65597
-93353.1,-102804.2,-38348.92,-119705.7,-36013.18,-44954.12,-61549.24,-64099.7,65601
-93367.69,-102858,-38395.94,-119677.2,-36076.84,-44920.55,-61560.69,-64091.69,65605
-93365.06,-102850.5,-38411.72,-119657.6,-36083.18,-44900.85,-61570.51,-64099.94,65609
-93346.94,-102796.1,-38360.89,-119674.9,-36013.08,-44916.54,-61556.06,-64096.75,65613
-93338.93,-102781.8,-38329.37,-119680,-35992.2,-44918.16,-61528.02,-64068.9,65617
-93363.63,-102830.2,-38380.77,-119669.7,-36059.05,-44907.05,-61547.1,-64079.91,65621
-93361.49,-102831.8,-38405.52,-119650.6,-36084.75,-44887.26,-61571.89,-64098.08,65625
-93337.03,-102798.3,-38363.42,-119660.6,-36020.05,-44898.61,-61551.53,-64094.74,65629
-93335.07,-102789.7,-38331.56,-119682.9,-35989.43,-44919.78,-61536.51,-64090.07,65633
-93356.91,-102834.3,-38371.76,-119670.3,-36039.26,-44906.77,-61544.19,-64083.06,65637
-93368.26,-102860.6,-38415.58,-119647,-36089,-44884.78,-61572.7,-64093.17,65641
-93345.99,-102817.9,-38383.97,-119658,-36029.2,-44898.52,-61567.03,-64102.61,65645
-93326.3,-102784.4,-38332.37,-119676.5,-35982.66,-44917.3,-61545.05,-64089.17,65649
-93336.36,-102821.1,-38356.02,-119665.6,-36026.25,-44907.15,-61547.58,-64084.16,65653
-93352.38,-102852,-38400.23,-119640.2,-36084.47,-44879.87,-61569.51,-64089.02,65657
-93337.26,-102813.1,-38379.53,-119644.3,-36037.55,-44887.31,-61571.89,-64096.27,65661
-93318.43,-102778.6,-38328.27,-119671.6,-35983.43,-44914.59,-61555.49,-64088.31,65665
-93334.83,-102808.5,-38344.91,-119671.6,-36010.56,-44912.01,-61549.15,-64070.04,65669
-93351.28,-102848.2,-38392.6,-119639.5,-36068.64,-44874.25,-61562.36,-64075,65673
-93334.4,-102823.5,-38381.87,-119629.5,-36034.4,-44870.91,-61567.51,-64093.7,65677
-93308.94,-102777.7,-38327.56,-119650.4,-35971.36,-44891.94,-61547.48,-64086.02,65681
-93309.7,-102793.9,-38322.03,-119646.8,-35979.9,-44881.35,-61526.69,-64058.27,65685
-93322.1,-102829.5,-38365.23,-119613.6,-36041.41,-44846.02,-61537.13,-64062.08,65689
-93316.67,-102816.5,-38374.81,-119603.3,-36028.01,-44833.62,-61540.52,-64075.34,65693
-93297.5,-102769.9,-38324.74,-119624.6,-35952.29,-44854.84,-61528.98,-64076,65697
-93297.45,-102777.5,-38307.72,-119631.6,-35943.04,-44853.41,-61513.29,-64051.26,65701
-93319.62,-102829.4,-38360.08,-119612.2,-36011.75,-44828.52,-61527.21,-64045.2,65705
-93323.34,-102830.8,-38383.44,-119600.2,-36031.44,-44818.89,-61545.67,-64067.52,65709
-93309.18,-102784.3,-38342.96,-119624.4,-35965.54,-44847.92,-61523.16,-64068.57,65713
-93303.17,-102778,-38313.78,-119639.9,-35950.81,-44862.33,-61501.56,-64050.64,65717
-93318.1,-102821.1,-38351.73,-119618.6,-36014.66,-44838.82,-61507.19,-64039.43,65721
-93319.14,-102823.3,-38380.15,-119591.1,-36040.03,-44811.45,-61517.73,-64040.53,65725
-93301.69,-102773.5,-38342.34,-119603.1,-35971.27,-44831.24,-61495.41,-64044.06,65729
-93293.97,-102744.6,-38298.95,-119624.4,-35942.37,-44849.69,-61477.05,-64036.67,65733
-93321.62,-102800.7,-38341.58,-119626,-36007.22,-44846.11,-61504.23,-64043.39,65737
-93334.36,-102837.9,-38389.16,-119605.4,-36056.1,-44821.79,-61520.11,-64050.64,65741
-93309.27,-102790.8,-38357.07,-119607.8,-35991.01,-44827.8,-61506.23,-64052.12,65745
-93294.73,-102749.8,-38302.48,-119625.6,-35936.22,-44841.58,-61472.81,-64034.42,65749
-93304.36,-102782.3,-38316.88,-119616.5,-35966.83,-44826.8,-61466.32,-64023.6,65753
-93313.99,-102816.7,-38363.13,-119586.4,-36015.13,-44796.52,-61484.63,-64027.75,65757
-93299.21,-102786.6,-38349.4,-119583.6,-35976.7,-44800.1,-61483.54,-64036.67,65761
-93276.85,-102739.4,-38288.36,-119599.5,-35921.91,-44814.69,-61454.16,-64032.61,65765
-93288.01,-102772.5,-38299.52,-119603,-35950.57,-44814.64,-61456.31,-64029.42,65769
-93311.61,-102825.3,-38355.69,-119584.4,-36021.52,-44792.52,-61488.35,-64041.2,65773
-93306.99,-102799.1,-38354.69,-119581.3,-35997.68,-44790.7,-61501.04,-64053.88,65777
